Date,Ticker,Open,High,Low,Close,Volume,sentiment,return,ma_5,ma_10,volatility_5,sentiment_lag1,sentiment_ma3,target,pred,strategy_return,buy_hold_return
2026-06-04,GOOGL,358.68575901079333,373.0271992966173,357.9961684462237,371.96783447265625,44055500,0.0,0.03676987830078726,369.72716064453124,378.59486389160156,0.028425707303257854,0.0,0.0,0,1,-0.009833745219524848,-0.009833745219524848
2026-06-05,GOOGL,366.1213024821565,371.8578661166277,363.9026265347829,368.30999755859375,37471200,0.0,-0.009833745219524848,367.3665710449219,376.68300476074216,0.027058611764409688,0.0,0.0,0,0,0.0,-0.013575520711203493
2026-06-08,GOOGL,365.1799926757813,366.2000122070313,360.5299987792969,363.30999755859375,27942500,0.0,-0.013575520711203493,364.79950561523435,374.7398651123047,0.02722322915030596,0.0,0.0,1,0,0.0,0.002614880442088685
2026-06-09,GOOGL,367.0899963378906,372.0799865722656,357.29998779296875,364.260009765625,29535100,0.0,0.002614880442088685,365.32470703125,372.30108032226565,0.020550545815671825,0.0,0.0,0,0,0.0,-0.021632912402002935
2026-06-10,GOOGL,363.1900024414063,368.55999755859375,355.20001220703125,356.3800048828125,32357100,0.0,-0.021632912402002935,364.84556884765624,369.0792938232422,0.022920735575639593,0.0,0.0,1,0,0.0,0.003900286525099661
2026-06-11,GOOGL,355.92999267578125,358.79998779296875,346.3599853515625,357.7699890136719,35538200,0.0,0.003900286525099661,362.00599975585936,365.8665802001953,0.01088765264379483,0.0,0.0,1,0,0.0,0.005338635773713296
2026-06-12,GOOGL,362.6199951171875,366.5700073242188,354.94000244140625,359.67999267578125,24704600,0.0,0.005338635773713296,360.2799987792969,363.8232849121094,0.012183398296824991,0.0,0.0,0,0,0.0,-0.012686425725559114
2025-12-29,JPM,323.8741142125664,324.6367426827693,320.43728371815735,320.6551818847656,8635300,0.0,-0.012686425725559114,322.853955078125,317.99187927246095,0.012340486359958856,0.0,0.0,0,0,0.0,-0.00101929823743252
2025-12-30,JPM,321.7050354533748,321.83379757815135,319.40720581728044,320.3283386230469,7904300,0.0,-0.00101929823743252,322.91932983398436,318.32862854003906,0.009386653025313269,0.0,0.0,0,0,0.0,-0.0037103729341126934
2025-12-31,JPM,321.2395304565584,321.77437689354394,318.9615289550125,319.1398010253906,5048500,0.0,-0.0037103729341126934,322.184423828125,318.9892547607422,0.008118986719090894,0.0,0.0,1,0,0.0,0.010117357057894738
2026-01-02,JPM,319.4171281542276,322.61626252061376,317.6739428368343,322.36865234375,8054000,0.0,0.010117357057894738,321.45347900390624,320.0292175292969,0.008185417715643843,0.0,0.0,1,0,0.0,0.02629964132678797
2026-01-05,JPM,322.3884599175412,334.026138578159,322.08142570711647,330.8468322753906,10752600,0.0,0.02629964132678797,322.6677612304687,322.1131072998047,0.014979789970020037,0.0,0.0,1,1,0.006224686240595911,0.006224686240595911
